"Data e HoraObservação","QNH (hPa)","QFE (hPa)","QFF (hPa)","Tendência da Pressão(conforme ICA 105-16)","Alt850hpa"
"16/06/2024 - 20:00:00","1012,4","1003,1","-","-","-"
"16/06/2024 - 21:00:00","1013,1","1003,8","1013,0","3","-"
"16/06/2024 - 22:00:00","1013,3","1004,0","-","-","-"
"17/06/2024 - 09:00:00","1013,3","1004,0","1013,3","5","-"
"17/06/2024 - 10:00:00","1013,5","1004,2","-","-","-"
"17/06/2024 - 11:00:00","1013,3","1004,0","-","-","-"
"17/06/2024 - 12:00:00","1013,5","1004,2","1013,5","5","-"
"17/06/2024 - 13:00:00","1013,6","1004,3","-","-","-"
"17/06/2024 - 14:00:00","1013,1","1003,8","-","-","-"
"17/06/2024 - 15:00:00","1012,6","1003,3","1012,5","8","-"
"17/06/2024 - 16:00:00","1011,6","1002,3","-","-","-"
"17/06/2024 - 17:00:00","1010,7","1001,4","-","-","-"
"17/06/2024 - 18:00:00","1010,6","1001,3","1010,5","6","-"
"17/06/2024 - 19:00:00","1010,3","1001,0","-","-","-"
"17/06/2024 - 20:00:00","1009,8","1000,5","-","-","-"
"17/06/2024 - 21:00:00","1009,6","1000,3","1009,5","7","-"
"17/06/2024 - 22:00:00","1009,4","1000,1","-","-","-"
"18/06/2024 - 09:00:00","1008,9","999,6","1008,8","5","-"
"18/06/2024 - 10:00:00","1009,5","1000,2","-","-","-"
"18/06/2024 - 11:00:00","1009,9","1000,6","-","-","-"
"18/06/2024 - 12:00:00","1009,8","1000,5","1009,7","0","-"
"18/06/2024 - 12:21:00","1010,0","1000,7","-","-","-"
"18/06/2024 - 13:00:00","1009,6","1000,3","-","-","-"
"18/06/2024 - 13:31:00","1009,7","1000,4","-","-","-"
"18/06/2024 - 13:47:00","1009,7","1000,4","-","-","-"
"18/06/2024 - 14:00:00","1009,6","1000,3","-","-","-"
"18/06/2024 - 15:00:00","1009,2","999,9","1009,1","8","-"
"18/06/2024 - 16:00:00","1008,0","998,7","-","-","-"
"18/06/2024 - 17:00:00","1006,9","997,6","-","-","-"
"18/06/2024 - 18:00:00","1006,6","997,3","1006,4","7","-"
"18/06/2024 - 19:00:00","1006,4","997,1","-","-","-"
"18/06/2024 - 20:00:00","1006,5","997,2","-","-","-"
"18/06/2024 - 21:00:00","1006,3","997,0","1006,1","0","-"
"18/06/2024 - 22:00:00","1006,3","997,0","-","-","-"
"19/06/2024 - 09:00:00","1007,8","998,5","1007,6","5","-"
"19/06/2024 - 10:00:00","1008,5","999,2","-","-","-"
"19/06/2024 - 10:47:00","1009,0","999,7","-","-","-"
"19/06/2024 - 11:00:00","1008,9","999,6","-","-","-"
"19/06/2024 - 12:00:00","1009,7","1000,4","1009,5","2","-"
"19/06/2024 - 12:02:00","1010,0","1000,7","-","-","-"
"19/06/2024 - 13:00:00","1010,6","1001,3","-","-","-"
"19/06/2024 - 14:00:00","1011,3","1002,0","-","-","-"
"19/06/2024 - 15:00:00","1011,2","1001,9","1011,0","1","-"
"19/06/2024 - 16:00:00","1010,2","1000,9","-","-","-"
"19/06/2024 - 17:00:00","1009,8","1000,5","-","-","-"
"19/06/2024 - 18:00:00","1009,7","1000,4","1009,5","6","-"
"19/06/2024 - 19:00:00","1010,2","1000,9","-","-","-"
"19/06/2024 - 20:00:00","1010,7","1001,4","-","-","-"
"19/06/2024 - 21:00:00","1011,9","1002,6","1011,7","2","-"
"19/06/2024 - 22:00:00","1012,5","1003,2","-","-","-"
"20/06/2024 - 09:00:00","1015,3","1005,9","1015,1","3","-"
"20/06/2024 - 10:00:00","1015,8","1006,4","-","-","-"
"20/06/2024 - 11:00:00","1016,3","1006,9","-","-","-"
"20/06/2024 - 12:00:00","1017,0","1007,6","1016,9","2","-"
"20/06/2024 - 12:08:00","1017,1","1007,7","-","-","-"
"20/06/2024 - 13:00:00","1017,1","1007,7","-","-","-"
"20/06/2024 - 14:00:00","1016,8","1007,4","-","-","-"
"20/06/2024 - 15:00:00","1015,9","1006,5","1015,7","7","-"
"20/06/2024 - 15:19:00","1015,1","1005,7","-","-","-"
"20/06/2024 - 16:00:00","1015,0","1005,6","-","-","-"
"20/06/2024 - 17:00:00","1014,6","1005,2","-","-","-"
"20/06/2024 - 17:33:00","1013,7","1004,4","-","-","-"
"20/06/2024 - 18:00:00","1013,6","1004,3","1013,5","8","-"
"20/06/2024 - 19:00:00","1012,3","1003,0","-","-","-"
"20/06/2024 - 20:00:00","1012,3","1003,0","-","-","-"
"20/06/2024 - 21:00:00","1012,3","1003,0","1012,2","6","-"
"20/06/2024 - 22:00:00","1012,1","1002,8","-","-","-"
"21/06/2024 - 09:00:00","1010,1","1000,8","1009,9","5","-"
"21/06/2024 - 10:00:00","1010,4","1001,1","-","-","-"
"21/06/2024 - 11:00:00","1010,7","1001,4","-","-","-"
"21/06/2024 - 11:30:00","1011,0","1001,7","-","-","-"
"21/06/2024 - 11:44:00","1011,2","1001,9","-","-","-"
"21/06/2024 - 12:00:00","1010,9","1001,6","1010,8","2","-"
"21/06/2024 - 13:00:00","1011,3","1002,0","-","-","-"
"21/06/2024 - 14:00:00","1011,4","1002,1","-","-","-"
"21/06/2024 - 15:00:00","1010,6","1001,3","1010,5","8","-"
"21/06/2024 - 16:00:00","1009,6","1000,3","-","-","-"
"21/06/2024 - 17:00:00","1008,2","998,9","-","-","-"
"21/06/2024 - 18:00:00","1007,1","997,8","1006,9","7","-"
"21/06/2024 - 19:00:00","1006,6","997,3","-","-","-"
"21/06/2024 - 19:33:00","1006,6","997,3","-","-","-"
"21/06/2024 - 19:46:00","1006,6","997,3","-","-","-"
"21/06/2024 - 20:00:00","1006,6","997,3","-","-","-"
"21/06/2024 - 21:00:00","1006,4","997,1","1006,2","8","-"
"21/06/2024 - 22:00:00","1006,5","997,2","-","-","-"
"22/06/2024 - 09:00:00","1005,6","996,3","1005,4","7","-"
"22/06/2024 - 10:00:00","1005,8","996,5","-","-","-"
"22/06/2024 - 11:00:00","1006,4","997,1","-","-","-"
"22/06/2024 - 13:00:00","1007,0","997,7","-","-","-"
"22/06/2024 - 14:00:00","1007,2","997,9","-","-","-"
"22/06/2024 - 15:00:00","1006,7","997,4","1006,4","0","-"
"22/06/2024 - 16:00:00","1005,7","996,4","-","-","-"
"22/06/2024 - 17:00:00","1004,5","995,2","-","-","-"
"22/06/2024 - 18:00:00","1003,9","994,6","1003,6","7","-"
"22/06/2024 - 19:00:00","1004,0","994,7","-","-","-"
"22/06/2024 - 20:00:00","1003,6","994,3","-","-","-"
"22/06/2024 - 21:00:00","1003,7","994,4","1003,4","6","-"
"22/06/2024 - 22:00:00","1004,1","994,8","-","-","-"
"23/06/2024 - 09:00:00","1005,7","996,4","1005,4","3","-"
"23/06/2024 - 10:00:00","1006,8","997,5","-","-","-"
"23/06/2024 - 11:00:00","1008,1","998,8","-","-","-"
"23/06/2024 - 11:27:00","1008,6","999,3","-","-","-"
"23/06/2024 - 12:00:00","1008,8","999,5","1008,6","2","-"
"23/06/2024 - 13:00:00","1009,7","1000,4","-","-","-"
"23/06/2024 - 14:00:00","1009,9","1000,6","-","-","-"
"23/06/2024 - 15:00:00","1010,4","1001,1","1010,2","2","-"
"23/06/2024 - 16:00:00","1010,9","1001,6","-","-","-"
"23/06/2024 - 18:00:00","1011,4","1002,1","1011,3","2","-"
"23/06/2024 - 19:00:00","1011,6","1002,3","-","-","-"
"23/06/2024 - 20:00:00","1012,0","1002,7","-","-","-"
"23/06/2024 - 21:00:00","1012,8","1003,5","1012,8","2","-"
"23/06/2024 - 22:00:00","1013,7","1004,4","-","-","-"
"24/06/2024 - 09:00:00","1017,4","1008,0","1017,5","0","-"
"24/06/2024 - 10:00:00","1018,6","1009,2","-","-","-"
"24/06/2024 - 11:00:00","1019,8","1010,4","-","-","-"
"24/06/2024 - 12:00:00","1020,2","1010,8","1020,3","1","-"
"24/06/2024 - 13:00:00","1021,1","1011,7","-","-","-"
"24/06/2024 - 14:00:00","1021,8","1012,4","-","-","-"
"24/06/2024 - 15:00:00","1021,7","1012,3","1021,8","0","-"
"24/06/2024 - 16:00:00","1020,9","1011,5","-","-","-"
"24/06/2024 - 18:00:00","1020,2","1010,8","1020,3","7","-"
"24/06/2024 - 19:00:00","1020,2","1010,8","-","-","-"
"24/06/2024 - 20:00:00","1020,7","1011,3","-","-","-"
"24/06/2024 - 22:00:00","1021,8","1012,4","-","-","-"
"25/06/2024 - 09:00:00","1023,8","1014,4","1024,0","7","-"
"25/06/2024 - 10:00:00","1022,1","1012,7","-","-","-"
"25/06/2024 - 11:00:00","1023,1","1013,7","-","-","-"
"25/06/2024 - 12:00:00","1024,6","1015,2","1024,8","3","-"
"25/06/2024 - 13:00:00","1025,2","1015,7","-","-","-"
"25/06/2024 - 14:00:00","1024,8","1015,4","-","-","-"
"25/06/2024 - 15:00:00","1024,2","1014,8","1024,4","8","-"
"25/06/2024 - 16:00:00","1023,3","1013,9","-","-","-"
"25/06/2024 - 17:00:00","1021,8","1012,4","-","-","-"
"25/06/2024 - 18:00:00","1021,1","1011,7","1021,0","5","-"
"25/06/2024 - 19:00:00","1020,2","1010,8","-","-","-"
"25/06/2024 - 20:00:00","1020,1","1010,7","-","-","-"
"25/06/2024 - 21:00:00","1020,2","1010,8","1020,4","4","-"
"25/06/2024 - 22:00:00","1020,1","1010,7","-","-","-"
"26/06/2024 - 09:00:00","1019,6","1010,2","1019,8","3","-"
"26/06/2024 - 10:00:00","1020,1","1010,7","-","-","-"
"26/06/2024 - 12:00:00","1020,7","1011,3","1020,9","2","-"
"26/06/2024 - 13:00:00","1021,3","1011,9","-","-","-"
"26/06/2024 - 14:00:00","1031,0","1021,5","-","-","-"
"26/06/2024 - 15:00:00","1021,2","1011,8","1021,3","8","-"
"26/06/2024 - 16:00:00","1020,8","1011,4","-","-","-"
"26/06/2024 - 17:00:00","1020,1","1010,7","-","-","-"
"26/06/2024 - 18:00:00","1019,8","1010,4","1019,9","6","-"
"26/06/2024 - 19:00:00","1019,0","1009,6","-","-","-"
"26/06/2024 - 20:00:00","1018,8","1009,4","-","-","-"
"26/06/2024 - 21:00:00","1019,6","1010,2","1019,8","5","-"
"26/06/2024 - 22:00:00","1019,5","1010,1","-","-","-"
"27/06/2024 - 09:00:00","1015,9","1006,5","1016,0","7","-"
"27/06/2024 - 10:00:00","1016,2","1006,8","-","-","-"
"27/06/2024 - 11:00:00","1016,6","1007,2","-","-","-"
"27/06/2024 - 12:00:00","1016,4","1007,0","1016,6","0","-"
"27/06/2024 - 13:00:00","1016,2","1006,8","-","-","-"
"27/06/2024 - 14:00:00","1015,9","1006,5","-","-","-"
"27/06/2024 - 15:00:00","1014,7","1005,3","1014,8","8","-"
"27/06/2024 - 16:00:00","1012,5","1003,2","-","-","-"
"27/06/2024 - 17:00:00","1011,0","1001,7","-","-","-"
"27/06/2024 - 18:00:00","1010,6","1001,3","1010,7","7","-"
"27/06/2024 - 19:00:00","1009,8","1000,5","-","-","-"
"27/06/2024 - 20:00:00","1009,0","999,7","-","-","-"
"27/06/2024 - 21:00:00","1008,8","999,5","1008,9","7","-"
"27/06/2024 - 22:00:00","1008,7","999,4","-","-","-"
"28/06/2024 - 09:00:00","1010,7","1001,4","1010,8","3","-"
"28/06/2024 - 10:00:00","1011,2","1001,9","-","-","-"
"28/06/2024 - 11:00:00","1012,0","1002,7","-","-","-"
"28/06/2024 - 12:00:00","1013,2","1003,9","1013,3","3","-"
"28/06/2024 - 13:00:00","1014,6","1005,2","-","-","-"
"28/06/2024 - 15:00:00","1016,4","1007,0","1016,4","1","-"
"28/06/2024 - 16:00:00","1016,5","1007,1","-","-","-"
"28/06/2024 - 17:00:00","1016,8","1007,4","-","-","-"
"28/06/2024 - 19:00:00","1017,6","1008,2","-","-","-"
"28/06/2024 - 21:00:00","1018,7","1009,3","1018,8","2","-"
"28/06/2024 - 22:00:00","1019,8","1010,4","-","-","-"
"29/06/2024 - 09:00:00","1023,7","1014,3","1024,0","3","-"
"29/06/2024 - 10:00:00","1024,6","1015,2","-","-","-"
"29/06/2024 - 11:00:00","1025,3","1015,8","-","-","-"
"29/06/2024 - 12:00:00","1026,3","1016,8","1026,5","2","-"
"29/06/2024 - 13:00:00","1027,2","1017,7","-","-","-"
"29/06/2024 - 14:00:00","1027,7","1018,2","-","-","-"
"29/06/2024 - 15:00:00","1027,6","1018,1","1027,8","1","-"
"29/06/2024 - 16:00:00","1027,0","1017,5","-","-","-"
"29/06/2024 - 17:00:00","1026,3","1016,8","-","-","-"
"29/06/2024 - 18:00:00","1025,5","1016,0","1025,6","7","-"
"29/06/2024 - 19:00:00","1025,3","1015,8","-","-","-"
"29/06/2024 - 20:00:00","1025,5","1016,0","-","-","-"
"29/06/2024 - 21:00:00","1025,8","1016,3","1026,1","3","-"
"29/06/2024 - 22:00:00","1025,9","1016,4","-","-","-"
"30/06/2024 - 09:00:00","1024,9","1015,5","1025,2","7","-"
"30/06/2024 - 10:00:00","1025,5","1016,0","-","-","-"
"30/06/2024 - 11:00:00","1025,8","1016,3","-","-","-"
"30/06/2024 - 12:00:00","1025,9","1016,4","1026,2","1","-"
"30/06/2024 - 13:00:00","1026,0","1016,5","-","-","-"
"30/06/2024 - 14:00:00","1025,5","1016,0","-","-","-"
"30/06/2024 - 15:00:00","1025,5","1016,0","1025,7","6","-"
"30/06/2024 - 16:00:00","1024,7","1015,3","-","-","-"
"30/06/2024 - 17:00:00","1023,7","1014,3","-","-","-"
"30/06/2024 - 18:00:00","1022,9","1013,5","1023,1","7","-"
"30/06/2024 - 19:00:00","1022,1","1012,7","-","-","-"
"30/06/2024 - 20:00:00","1022,0","1012,6","-","-","-"
"30/06/2024 - 21:00:00","1022,2","1012,8","1022,5","3","-"
"30/06/2024 - 22:00:00","1021,9","1012,5","-","-","-"
"01/07/2024 - 09:00:00","1020,5","1011,1","1020,7","6","-"
"01/07/2024 - 10:00:00","1021,0","1011,6","-","-","-"
"01/07/2024 - 11:00:00","1021,7","1012,3","-","-","-"
"01/07/2024 - 12:00:00","1021,9","1012,5","1022,2","2","-"
"01/07/2024 - 13:00:00","1022,7","1013,3","-","-","-"
"01/07/2024 - 14:00:00","1023,0","1013,6","-","-","-"
"01/07/2024 - 15:00:00","1023,0","1013,6","1023,2","1","-"
"01/07/2024 - 16:00:00","1022,1","1012,7","-","-","-"
"01/07/2024 - 17:00:00","1020,7","1011,3","-","-","-"
"01/07/2024 - 18:00:00","1020,0","1010,6","1020,1","7","-"
"01/07/2024 - 19:00:00","1019,6","1010,2","-","-","-"
"01/07/2024 - 20:00:00","1019,4","1010,0","-","-","-"
"01/07/2024 - 21:00:00","1019,2","1009,8","1019,4","7","-"
"01/07/2024 - 22:00:00","1019,3","1009,9","-","-","-"
"02/07/2024 - 09:00:00","1017,6","1008,2","1017,7","5","-"
"02/07/2024 - 10:00:00","1017,8","1008,4","-","-","-"
"02/07/2024 - 11:00:00","1017,8","1008,4","-","-","-"
"02/07/2024 - 12:00:00","1018,0","1008,6","1018,2","3","-"
"02/07/2024 - 13:00:00","1018,3","1008,9","-","-","-"
"02/07/2024 - 14:00:00","1018,1","1008,7","-","-","-"
"02/07/2024 - 15:00:00","1017,4","1008,0","1017,4","8","-"
"02/07/2024 - 16:00:00","1016,3","1006,9","-","-","-"
"02/07/2024 - 18:00:00","1013,8","1004,5","1013,9","7","-"
"02/07/2024 - 19:00:00","1014,0","1004,7","-","-","-"
"02/07/2024 - 20:00:00","1012,9","1003,6","-","-","-"
"02/07/2024 - 21:00:00","1012,9","1003,6","1013,0","6","-"
"02/07/2024 - 22:00:00","1013,5","1004,2","-","-","-"
"03/07/2024 - 09:00:00","1014,2","1004,9","1014,1","5","-"
"03/07/2024 - 10:00:00","1014,9","1005,5","-","-","-"
"03/07/2024 - 11:00:00","1015,5","1006,1","-","-","-"
"03/07/2024 - 12:00:00","1015,8","1006,4","1015,8","2","-"
"03/07/2024 - 13:00:00","1016,1","1006,7","-","-","-"
"03/07/2024 - 14:00:00","1016,3","1006,9","-","-","-"
"03/07/2024 - 15:00:00","1015,8","1006,4","1015,7","0","-"
"03/07/2024 - 16:00:00","1014,8","1005,4","-","-","-"
"03/07/2024 - 17:00:00","1013,5","1004,2","-","-","-"
"03/07/2024 - 18:00:00","1013,2","1003,9","1013,2","7","-"
"03/07/2024 - 19:00:00","1013,0","1003,7","-","-","-"
"03/07/2024 - 20:00:00","1013,2","1003,9","-","-","-"
"03/07/2024 - 21:00:00","1013,3","1004,0","1013,3","3","-"
"03/07/2024 - 22:00:00","1014,1","1004,8","-","-","-"
"04/07/2024 - 10:00:00","1013,5","1004,2","-","-","-"
"04/07/2024 - 11:00:00","1015,5","1006,1","-","-","-"
"04/07/2024 - 12:00:00","1015,0","1005,6","1015,0","-","-"
"04/07/2024 - 13:00:00","1015,9","1006,5","-","-","-"
"04/07/2024 - 14:00:00","1016,1","1006,7","-","-","-"
"04/07/2024 - 15:00:00","1016,4","1007,0","1016,4","1","-"
"04/07/2024 - 16:00:00","1016,0","1006,6","-","-","-"
"04/07/2024 - 17:00:00","1015,7","1006,3","-","-","-"
"04/07/2024 - 18:00:00","1015,3","1005,9","1015,3","7","-"
"04/07/2024 - 19:00:00","1015,7","1006,3","-","-","-"
"04/07/2024 - 20:00:00","1016,4","1007,0","-","-","-"
"04/07/2024 - 21:00:00","1017,0","1007,6","1017,0","1","-"
"04/07/2024 - 22:00:00","1017,6","1008,2","-","-","-"
"05/07/2024 - 09:00:00","1020,6","1011,2","1020,7","3","-"
"05/07/2024 - 11:00:00","1022,2","1012,8","-","-","-"
"05/07/2024 - 12:00:00","1023,3","1013,9","1023,5","-","-"
"05/07/2024 - 13:00:00","1024,3","1014,9","-","-","-"
"05/07/2024 - 14:00:00","1025,3","1015,8","-","-","-"
"05/07/2024 - 16:00:00","1025,2","1015,7","-","-","-"
"05/07/2024 - 17:00:00","1024,7","1015,3","-","-","-"
"05/07/2024 - 18:00:00","1024,3","1014,9","1024,4","7","-"
"05/07/2024 - 19:00:00","1024,4","1015,0","-","-","-"
"05/07/2024 - 20:00:00","1024,9","1015,5","-","-","-"
"05/07/2024 - 21:00:00","1025,5","1016,0","1025,6","3","-"
"05/07/2024 - 22:00:00","1026,2","1016,7","-","-","-"
"06/07/2024 - 09:00:00","1027,0","1017,5","1027,3","8","-"
"06/07/2024 - 10:00:00","1027,2","1017,7","-","-","-"
"06/07/2024 - 11:00:00","1027,3","1017,8","-","-","-"
"06/07/2024 - 12:00:00","1027,0","1017,5","1027,3","0","-"
"06/07/2024 - 13:00:00","1026,9","1017,4","-","-","-"
"06/07/2024 - 14:00:00","1027,2","1017,7","-","-","-"
"06/07/2024 - 15:00:00","1027,1","1017,6","1027,3","0","-"
"06/07/2024 - 16:00:00","1026,4","1016,9","-","-","-"
"06/07/2024 - 17:00:00","1024,8","1015,4","-","-","-"
"06/07/2024 - 18:00:00","1023,5","1014,1","1023,8","7","-"
"06/07/2024 - 19:00:00","1023,3","1013,9","-","-","-"
"06/07/2024 - 20:00:00","1023,4","1014,0","-","-","-"
"06/07/2024 - 21:00:00","1023,3","1013,9","1023,6","8","-"
"06/07/2024 - 22:00:00","1023,4","1014,0","-","-","-"
"07/07/2024 - 09:00:00","1023,7","1014,3","1024,0","5","-"
"07/07/2024 - 10:00:00","1023,6","1014,2","-","-","-"
"07/07/2024 - 11:00:00","1024,0","1014,6","-","-","-"
"07/07/2024 - 12:00:00","1025,0","1015,6","1025,3","3","-"
"07/07/2024 - 13:00:00","1025,9","1016,4","-","-","-"
"07/07/2024 - 14:00:00","1026,2","1016,7","-","-","-"
"07/07/2024 - 15:00:00","1026,0","1016,5","1026,2","0","-"
"07/07/2024 - 16:00:00","1025,4","1015,9","-","-","-"
"07/07/2024 - 17:00:00","1024,5","1015,1","-","-","-"
"07/07/2024 - 18:00:00","1023,9","1014,5","1024,1","7","-"
"07/07/2024 - 19:00:00","1023,7","1014,3","-","-","-"
"07/07/2024 - 20:00:00","1024,2","1014,8","-","-","-"
"07/07/2024 - 21:00:00","1024,9","1015,5","1025,2","3","-"
"07/07/2024 - 22:00:00","1025,4","1015,9","-","-","-"
"08/07/2024 - 09:00:00","1027,6","1018,1","1027,9","3","-"
"08/07/2024 - 10:00:00","1027,9","1018,4","-","-","-"
"08/07/2024 - 11:00:00","1028,2","1018,7","-","-","-"
"08/07/2024 - 12:00:00","1028,5","1019,0","1028,7","2","-"
"08/07/2024 - 13:00:00","1028,9","1019,4","-","-","-"
"08/07/2024 - 14:00:00","1029,0","1019,5","-","-","-"
"08/07/2024 - 15:00:00","1028,3","1018,8","1028,6","8","-"
"08/07/2024 - 16:00:00","1027,5","1018,0","-","-","-"
"08/07/2024 - 18:00:00","1026,4","1016,9","1026,6","7","-"
"08/07/2024 - 19:00:00","1026,1","1016,6","-","-","-"
"08/07/2024 - 20:00:00","1025,9","1016,4","-","-","-"
"08/07/2024 - 21:00:00","1026,2","1016,7","1026,5","5","-"
"08/07/2024 - 22:00:00","1026,5","1017,0","-","-","-"
"09/07/2024 - 09:00:00","1026,3","1016,8","1026,6","7","-"
"09/07/2024 - 10:00:00","1026,5","1017,0","-","-","-"
"09/07/2024 - 11:00:00","1027,0","1017,5","-","-","-"
"09/07/2024 - 12:00:00","1027,2","1017,7","1027,6","1","-"
"09/07/2024 - 13:00:00","1027,5","1018,0","-","-","-"
"09/07/2024 - 14:00:00","1027,2","1017,7","-","-","-"
"09/07/2024 - 15:00:00","1027,1","1017,6","1027,4","6","-"
"09/07/2024 - 16:00:00","1026,8","1017,3","-","-","-"
"09/07/2024 - 17:00:00","1025,8","1016,3","-","-","-"
"09/07/2024 - 18:00:00","1024,9","1015,5","1025,3","7","-"
"09/07/2024 - 19:00:00","1024,2","1014,8","-","-","-"
"09/07/2024 - 20:00:00","1023,6","1014,2","-","-","-"
"09/07/2024 - 21:00:00","1023,8","1014,4","1024,2","5","-"
"09/07/2024 - 22:00:00","1023,8","1014,4","-","-","-"
"10/07/2024 - 09:00:00","1021,9","1012,5","1022,3","7","-"
"10/07/2024 - 10:00:00","1022,1","1012,7","-","-","-"
"10/07/2024 - 11:00:00","1022,4","1013,0","-","-","-"
"10/07/2024 - 12:00:00","1022,6","1013,2","1023,1","2","-"
"10/07/2024 - 14:00:00","1022,7","1013,3","-","-","-"
"10/07/2024 - 15:00:00","1022,8","1013,4","1023,2","5","-"
"10/07/2024 - 16:00:00","1021,7","1012,3","-","-","-"
"10/07/2024 - 17:00:00","1020,4","1011,0","-","-","-"
"10/07/2024 - 18:00:00","1020,1","1010,7","1020,4","7","-"
"10/07/2024 - 19:00:00","1019,9","1010,5","-","-","-"
"10/07/2024 - 20:00:00","1019,7","1010,3","-","-","-"
"10/07/2024 - 21:00:00","1019,5","1010,1","1019,8","7","-"
"10/07/2024 - 22:00:00","1020,0","1010,6","-","-","-"
"11/07/2024 - 09:00:00","1021,4","1012,0","1021,8","3","-"
"11/07/2024 - 10:00:00","1021,3","1011,9","-","-","-"
"11/07/2024 - 11:00:00","1022,2","1012,8","-","-","-"
"11/07/2024 - 12:00:00","1024,0","1014,6","1024,4","2","-"
"11/07/2024 - 13:00:00","1024,9","1015,5","-","-","-"
"11/07/2024 - 14:00:00","1025,6","1016,1","-","-","-"
"11/07/2024 - 15:00:00","1025,5","1016,0","1025,8","1","-"
"11/07/2024 - 16:00:00","1024,5","1015,1","-","-","-"
"11/07/2024 - 17:00:00","1024,0","1014,6","-","-","-"
"11/07/2024 - 18:00:00","1024,1","1014,7","1024,4","6","-"
"11/07/2024 - 19:00:00","1024,4","1015,0","-","-","-"
"11/07/2024 - 20:00:00","1025,5","1016,0","-","-","-"
"11/07/2024 - 21:00:00","1026,6","1017,1","1026,9","3","-"
"11/07/2024 - 22:00:00","1027,9","1018,4","-","-","-"
"12/07/2024 - 09:00:00","1031,9","1022,4","1032,3","3","-"
"12/07/2024 - 10:00:00","1032,7","1023,2","-","-","-"
"12/07/2024 - 11:00:00","1033,4","1023,9","-","-","-"
"12/07/2024 - 12:00:00","1034,5","1025,0","1034,9","2","-"
"12/07/2024 - 13:00:00","1035,0","1025,5","-","-","-"
"12/07/2024 - 14:00:00","1035,4","1025,9","-","-","-"
"12/07/2024 - 15:00:00","1034,7","1025,2","1035,0","0","-"
"12/07/2024 - 16:00:00","1033,6","1024,1","-","-","-"
"12/07/2024 - 17:00:00","1032,8","1023,3","-","-","-"
"12/07/2024 - 18:00:00","1032,2","1022,7","1032,4","7","-"
"12/07/2024 - 19:00:00","1031,8","1022,3","-","-","-"
"12/07/2024 - 20:00:00","1032,1","1022,6","-","-","-"
"12/07/2024 - 21:00:00","1032,5","1023,0","1032,8","3","-"
"12/07/2024 - 22:00:00","1033,0","1023,5","-","-","-"
"13/07/2024 - 09:00:00","1030,9","1021,4","1031,2","7","-"
"13/07/2024 - 10:00:00","1030,9","1021,4","-","-","-"
"13/07/2024 - 11:00:00","1030,9","1021,4","-","-","-"
"13/07/2024 - 12:00:00","1031,3","1021,8","1031,6","3","-"
"13/07/2024 - 13:00:00","1032,2","1022,7","-","-","-"
"13/07/2024 - 14:00:00","1032,5","1023,0","-","-","-"
"13/07/2024 - 15:00:00","1032,4","1022,9","1032,7","1","-"
"13/07/2024 - 16:00:00","1031,4","1021,9","-","-","-"
"13/07/2024 - 17:00:00","1030,0","1020,5","-","-","-"
"13/07/2024 - 18:00:00","1029,0","1019,5","1029,3","7","-"
"13/07/2024 - 19:00:00","1028,9","1019,4","-","-","-"
"13/07/2024 - 20:00:00","1028,7","1019,2","-","-","-"
"13/07/2024 - 21:00:00","1028,7","1019,2","1028,9","6","-"
"13/07/2024 - 22:00:00","1028,9","1019,4","-","-","-"
"14/07/2024 - 09:00:00","1026,6","1017,1","1026,7","6","-"
"14/07/2024 - 10:00:00","1026,9","1017,4","-","-","-"
"14/07/2024 - 11:00:00","1027,1","1017,6","-","-","-"
"14/07/2024 - 12:00:00","1027,4","1017,9","1027,6","2","-"
"14/07/2024 - 13:00:00","1028,0","1018,5","-","-","-"
